Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
AI Summarize,ai.summarize.standard,Magnexis APIHub > Ai,api-ai-summarize,ai,"Condense long text into a concise, structured summary.",medium,none,free,Text Transform,standard,ai|standard,60,1.57
Grade Estimator Deep,edu.grade-estimator.deep,Magnexis APIHub > Edu,api-edu-grade-estimator-deep,edu,Estimate assignment grade from rubric signals. Optimized for deep mode.,medium,none,pro,Analysis,deep,analysis|deep,60,8.32
Grade Estimator Strict,edu.grade-estimator.strict,Magnexis APIHub > Edu,api-edu-grade-estimator-strict,edu,Estimate assignment grade from rubric signals. Optimized for strict mode.,medium,none,pro,Analysis,strict,analysis|edu,60,8.55
Grade Estimator Creative,edu.grade-estimator.creative,Magnexis APIHub > Edu,api-edu-grade-estimator-creative,edu,Estimate assignment grade from rubric signals. Optimized for creative mode.,medium,none,pro,Analysis,creative,analysis|creative,60,8.88
Grade Estimator Compact,edu.grade-estimator.compact,Magnexis APIHub > Edu,api-edu-grade-estimator-compact,edu,Estimate assignment grade from rubric signals. Optimized for compact mode.,medium,none,pro,Analysis,compact,analysis|compact,60,8.48
Grade Estimator Verbose,edu.grade-estimator.verbose,Magnexis APIHub > Edu,api-edu-grade-estimator-verbose,edu,Estimate assignment grade from rubric signals. Optimized for verbose mode.,medium,none,pro,Analysis,verbose,analysis|edu,60,8.13
Grade Estimator Safe,edu.grade-estimator.safe,Magnexis APIHub > Edu,api-edu-grade-estimator-safe,edu,Estimate assignment grade from rubric signals. Optimized for safe mode.,medium,none,pro,Analysis,safe,analysis|edu,60,8.61
Grade Estimator Adaptive,edu.grade-estimator.adaptive,Magnexis APIHub > Edu,api-edu-grade-estimator-adaptive,edu,Estimate assignment grade from rubric signals. Optimized for adaptive mode.,medium,none,pro,Analysis,adaptive,adaptive|analysis,60,8.14
Grade Estimator Batch,edu.grade-estimator.batch,Magnexis APIHub > Edu,api-edu-grade-estimator-batch,edu,Estimate assignment grade from rubric signals. Optimized for batch mode.,medium,none,pro,Analysis,batch,analysis|batch,60,8.75
Reading Helper,edu.reading-helper.standard,Magnexis APIHub > Edu,api-edu-reading-helper,edu,Support reading comprehension with notes and prompts.,medium,none,free,Generation,standard,edu|generation,60,8.54
Reading Helper Fast,edu.reading-helper.fast,Magnexis APIHub > Edu,api-edu-reading-helper-fast,edu,Support reading comprehension with notes and prompts. Optimized for fast mode.,medium,none,pro,Generation,fast,edu|fast,60,8.74
Reading Helper Deep,edu.reading-helper.deep,Magnexis APIHub > Edu,api-edu-reading-helper-deep,edu,Support reading comprehension with notes and prompts. Optimized for deep mode.,medium,none,pro,Generation,deep,deep|edu,60,8.37
Reading Helper Strict,edu.reading-helper.strict,Magnexis APIHub > Edu,api-edu-reading-helper-strict,edu,Support reading comprehension with notes and prompts. Optimized for strict mode.,medium,none,pro,Generation,strict,edu|generation,60,8.65
Reading Helper Creative,edu.reading-helper.creative,Magnexis APIHub > Edu,api-edu-reading-helper-creative,edu,Support reading comprehension with notes and prompts. Optimized for creative mode.,medium,none,pro,Generation,creative,creative|edu,60,9.03
Reading Helper Compact,edu.reading-helper.compact,Magnexis APIHub > Edu,api-edu-reading-helper-compact,edu,Support reading comprehension with notes and prompts. Optimized for compact mode.,medium,none,pro,Generation,compact,compact|edu,60,8.85
Reading Helper Verbose,edu.reading-helper.verbose,Magnexis APIHub > Edu,api-edu-reading-helper-verbose,edu,Support reading comprehension with notes and prompts. Optimized for verbose mode.,medium,none,pro,Generation,verbose,edu|generation,60,9.01
Reading Helper Safe,edu.reading-helper.safe,Magnexis APIHub > Edu,api-edu-reading-helper-safe,edu,Support reading comprehension with notes and prompts. Optimized for safe mode.,medium,none,pro,Generation,safe,edu|generation,60,8.71
Reading Helper Adaptive,edu.reading-helper.adaptive,Magnexis APIHub > Edu,api-edu-reading-helper-adaptive,edu,Support reading comprehension with notes and prompts. Optimized for adaptive mode.,medium,none,pro,Generation,adaptive,adaptive|edu,60,8.89
Reading Helper Batch,edu.reading-helper.batch,Magnexis APIHub > Edu,api-edu-reading-helper-batch,edu,Support reading comprehension with notes and prompts. Optimized for batch mode.,medium,none,pro,Generation,batch,batch|edu,60,8.94
Unit Converter,utility.unit-converter.standard,Magnexis APIHub > Utility,api-utility-unit-converter,utility,Convert between common measurement units.,low,none,free,Conversion,standard,conversion|standard,90,8.22
Unit Converter Fast,utility.unit-converter.fast,Magnexis APIHub > Utility,api-utility-unit-converter-fast,utility,Convert between common measurement units. Optimized for fast mode.,low,none,pro,Conversion,fast,conversion|fast,90,9.12
Unit Converter Deep,utility.unit-converter.deep,Magnexis APIHub > Utility,api-utility-unit-converter-deep,utility,Convert between common measurement units. Optimized for deep mode.,low,none,pro,Conversion,deep,conversion|deep,90,8.56
Unit Converter Strict,utility.unit-converter.strict,Magnexis APIHub > Utility,api-utility-unit-converter-strict,utility,Convert between common measurement units. Optimized for strict mode.,low,none,pro,Conversion,strict,conversion|strict,90,8.29
Unit Converter Creative,utility.unit-converter.creative,Magnexis APIHub > Utility,api-utility-unit-converter-creative,utility,Convert between common measurement units. Optimized for creative mode.,low,none,pro,Conversion,creative,conversion|creative,90,8.78
Unit Converter Compact,utility.unit-converter.compact,Magnexis APIHub > Utility,api-utility-unit-converter-compact,utility,Convert between common measurement units. Optimized for compact mode.,low,none,pro,Conversion,compact,compact|conversion,90,8.34
Unit Converter Verbose,utility.unit-converter.verbose,Magnexis APIHub > Utility,api-utility-unit-converter-verbose,utility,Convert between common measurement units. Optimized for verbose mode.,low,none,pro,Conversion,verbose,conversion|units,90,8.87
Unit Converter Safe,utility.unit-converter.safe,Magnexis APIHub > Utility,api-utility-unit-converter-safe,utility,Convert between common measurement units. Optimized for safe mode.,low,none,pro,Conversion,safe,conversion|safe,90,8.83
Unit Converter Adaptive,utility.unit-converter.adaptive,Magnexis APIHub > Utility,api-utility-unit-converter-adaptive,utility,Convert between common measurement units. Optimized for adaptive mode.,low,none,pro,Conversion,adaptive,adaptive|conversion,90,8.49
Unit Converter Batch,utility.unit-converter.batch,Magnexis APIHub > Utility,api-utility-unit-converter-batch,utility,Convert between common measurement units. Optimized for batch mode.,low,none,pro,Conversion,batch,batch|conversion,90,8.70
Timezone Helper,utility.timezone-helper.standard,Magnexis APIHub > Utility,api-utility-timezone-helper,utility,Translate timestamps between timezones.,low,none,free,Conversion,standard,conversion|standard,90,9.00
Timezone Helper Fast,utility.timezone-helper.fast,Magnexis APIHub > Utility,api-utility-timezone-helper-fast,utility,Translate timestamps between timezones. Optimized for fast mode.,low,none,pro,Conversion,fast,conversion|fast,90,9.23
Timezone Helper Deep,utility.timezone-helper.deep,Magnexis APIHub > Utility,api-utility-timezone-helper-deep,utility,Translate timestamps between timezones. Optimized for deep mode.,low,none,pro,Conversion,deep,conversion|deep,90,8.47
Timezone Helper Strict,utility.timezone-helper.strict,Magnexis APIHub > Utility,api-utility-timezone-helper-strict,utility,Translate timestamps between timezones. Optimized for strict mode.,low,none,pro,Conversion,strict,conversion|strict,90,8.90
Timezone Helper Creative,utility.timezone-helper.creative,Magnexis APIHub > Utility,api-utility-timezone-helper-creative,utility,Translate timestamps between timezones. Optimized for creative mode.,low,none,pro,Conversion,creative,conversion|creative,90,9.07
Timezone Helper Compact,utility.timezone-helper.compact,Magnexis APIHub > Utility,api-utility-timezone-helper-compact,utility,Translate timestamps between timezones. Optimized for compact mode.,low,none,pro,Conversion,compact,compact|conversion,90,8.64
Timezone Helper Verbose,utility.timezone-helper.verbose,Magnexis APIHub > Utility,api-utility-timezone-helper-verbose,utility,Translate timestamps between timezones. Optimized for verbose mode.,low,none,pro,Conversion,verbose,conversion|time,90,9.13
Timezone Helper Safe,utility.timezone-helper.safe,Magnexis APIHub > Utility,api-utility-timezone-helper-safe,utility,Translate timestamps between timezones. Optimized for safe mode.,low,none,pro,Conversion,safe,conversion|safe,90,8.79
Timezone Helper Adaptive,utility.timezone-helper.adaptive,Magnexis APIHub > Utility,api-utility-timezone-helper-adaptive,utility,Translate timestamps between timezones. Optimized for adaptive mode.,low,none,pro,Conversion,adaptive,adaptive|conversion,90,8.40
Timezone Helper Batch,utility.timezone-helper.batch,Magnexis APIHub > Utility,api-utility-timezone-helper-batch,utility,Translate timestamps between timezones. Optimized for batch mode.,low,none,pro,Conversion,batch,batch|conversion,90,9.04
Address Normalizer,utility.address-normalizer.standard,Magnexis APIHub > Utility,api-utility-address-normalizer,utility,Normalize address-style text into stable parts.,medium,none,free,Formatting,standard,address|formatting,60,8.44
Address Normalizer Fast,utility.address-normalizer.fast,Magnexis APIHub > Utility,api-utility-address-normalizer-fast,utility,Normalize address-style text into stable parts. Optimized for fast mode.,medium,none,pro,Formatting,fast,address|fast,60,8.87
Address Normalizer Deep,utility.address-normalizer.deep,Magnexis APIHub > Utility,api-utility-address-normalizer-deep,utility,Normalize address-style text into stable parts. Optimized for deep mode.,medium,none,pro,Formatting,deep,address|deep,60,8.93
Address Normalizer Strict,utility.address-normalizer.strict,Magnexis APIHub > Utility,api-utility-address-normalizer-strict,utility,Normalize address-style text into stable parts. Optimized for strict mode.,medium,none,pro,Formatting,strict,address|formatting,60,8.52
Address Normalizer Creative,utility.address-normalizer.creative,Magnexis APIHub > Utility,api-utility-address-normalizer-creative,utility,Normalize address-style text into stable parts. Optimized for creative mode.,medium,none,pro,Formatting,creative,address|creative,60,9.31
Address Normalizer Compact,utility.address-normalizer.compact,Magnexis APIHub > Utility,api-utility-address-normalizer-compact,utility,Normalize address-style text into stable parts. Optimized for compact mode.,medium,none,pro,Formatting,compact,address|compact,60,8.82
Address Normalizer Verbose,utility.address-normalizer.verbose,Magnexis APIHub > Utility,api-utility-address-normalizer-verbose,utility,Normalize address-style text into stable parts. Optimized for verbose mode.,medium,none,pro,Formatting,verbose,address|formatting,60,9.02
Address Normalizer Safe,utility.address-normalizer.safe,Magnexis APIHub > Utility,api-utility-address-normalizer-safe,utility,Normalize address-style text into stable parts. Optimized for safe mode.,medium,none,pro,Formatting,safe,address|formatting,60,8.58
Address Normalizer Adaptive,utility.address-normalizer.adaptive,Magnexis APIHub > Utility,api-utility-address-normalizer-adaptive,utility,Normalize address-style text into stable parts. Optimized for adaptive mode.,medium,none,pro,Formatting,adaptive,adaptive|address,60,9.37
Address Normalizer Batch,utility.address-normalizer.batch,Magnexis APIHub > Utility,api-utility-address-normalizer-batch,utility,Normalize address-style text into stable parts. Optimized for batch mode.,medium,none,pro,Formatting,batch,address|batch,60,9.02
Checklist Generator,utility.checklist-generator.standard,Magnexis APIHub > Utility,api-utility-checklist-generator,utility,Create a task checklist from goals.,low,none,free,Generation,standard,checklist|generation,90,8.68
Checklist Generator Fast,utility.checklist-generator.fast,Magnexis APIHub > Utility,api-utility-checklist-generator-fast,utility,Create a task checklist from goals. Optimized for fast mode.,low,none,pro,Generation,fast,checklist|fast,90,8.61
Checklist Generator Deep,utility.checklist-generator.deep,Magnexis APIHub > Utility,api-utility-checklist-generator-deep,utility,Create a task checklist from goals. Optimized for deep mode.,low,none,pro,Generation,deep,checklist|deep,90,9.35
Checklist Generator Strict,utility.checklist-generator.strict,Magnexis APIHub > Utility,api-utility-checklist-generator-strict,utility,Create a task checklist from goals. Optimized for strict mode.,low,none,pro,Generation,strict,checklist|generation,90,8.59
Checklist Generator Creative,utility.checklist-generator.creative,Magnexis APIHub > Utility,api-utility-checklist-generator-creative,utility,Create a task checklist from goals. Optimized for creative mode.,low,none,pro,Generation,creative,checklist|creative,90,8.56
Checklist Generator Compact,utility.checklist-generator.compact,Magnexis APIHub > Utility,api-utility-checklist-generator-compact,utility,Create a task checklist from goals. Optimized for compact mode.,low,none,pro,Generation,compact,checklist|compact,90,8.96
Checklist Generator Verbose,utility.checklist-generator.verbose,Magnexis APIHub > Utility,api-utility-checklist-generator-verbose,utility,Create a task checklist from goals. Optimized for verbose mode.,low,none,pro,Generation,verbose,checklist|generation,90,8.84
Checklist Generator Safe,utility.checklist-generator.safe,Magnexis APIHub > Utility,api-utility-checklist-generator-safe,utility,Create a task checklist from goals. Optimized for safe mode.,low,none,pro,Generation,safe,checklist|generation,90,8.76
Checklist Generator Adaptive,utility.checklist-generator.adaptive,Magnexis APIHub > Utility,api-utility-checklist-generator-adaptive,utility,Create a task checklist from goals. Optimized for adaptive mode.,low,none,pro,Generation,adaptive,adaptive|checklist,90,9.07
Checklist Generator Batch,utility.checklist-generator.batch,Magnexis APIHub > Utility,api-utility-checklist-generator-batch,utility,Create a task checklist from goals. Optimized for batch mode.,low,none,pro,Generation,batch,batch|checklist,90,9.21
Name Cleaner,utility.name-cleaner.standard,Magnexis APIHub > Utility,api-utility-name-cleaner,utility,Standardize person or brand names.,low,none,free,Formatting,standard,formatting|name,90,8.94
Name Cleaner Fast,utility.name-cleaner.fast,Magnexis APIHub > Utility,api-utility-name-cleaner-fast,utility,Standardize person or brand names. Optimized for fast mode.,low,none,pro,Formatting,fast,fast|formatting,90,8.86
Name Cleaner Deep,utility.name-cleaner.deep,Magnexis APIHub > Utility,api-utility-name-cleaner-deep,utility,Standardize person or brand names. Optimized for deep mode.,low,none,pro,Formatting,deep,deep|formatting,90,9.17
Name Cleaner Strict,utility.name-cleaner.strict,Magnexis APIHub > Utility,api-utility-name-cleaner-strict,utility,Standardize person or brand names. Optimized for strict mode.,low,none,pro,Formatting,strict,formatting|name,90,8.96
Name Cleaner Creative,utility.name-cleaner.creative,Magnexis APIHub > Utility,api-utility-name-cleaner-creative,utility,Standardize person or brand names. Optimized for creative mode.,low,none,pro,Formatting,creative,creative|formatting,90,8.77
Name Cleaner Compact,utility.name-cleaner.compact,Magnexis APIHub > Utility,api-utility-name-cleaner-compact,utility,Standardize person or brand names. Optimized for compact mode.,low,none,pro,Formatting,compact,compact|formatting,90,8.86
