Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Spire Blend Ledger Retail 0656 Creative,finance.gen-finance-spire-blend-ledger-retail-0656.creative,Magnexis APIHub > Finance,api-finance-gen-finance-spire-blend-ledger-retail-0656-creative,finance,Spire Blend Ledger Retail 0656 orchestrates deterministic routing results for finance workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,blend|creative,45,24.70
Spire Map Bundle Retail 0784 Deep,data.gen-data-spire-map-bundle-retail-0784.deep,Magnexis APIHub > Data,api-data-gen-data-spire-map-bundle-retail-0784-deep,data,Spire Map Bundle Retail 0784 orchestrates deterministic forecasting results for data workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Forecasting,deep,bundle|data,75,37.34
Spire Map Bundle Retail 0784 Strict,data.gen-data-spire-map-bundle-retail-0784.strict,Magnexis APIHub > Data,api-data-gen-data-spire-map-bundle-retail-0784-strict,data,Spire Map Bundle Retail 0784 orchestrates deterministic forecasting results for data workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Forecasting,strict,bundle|data,75,37.96
Spire Map Bundle Retail 0784 Creative,data.gen-data-spire-map-bundle-retail-0784.creative,Magnexis APIHub > Data,api-data-gen-data-spire-map-bundle-retail-0784-creative,data,Spire Map Bundle Retail 0784 orchestrates deterministic forecasting results for data workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Forecasting,creative,bundle|creative,75,37.24
Spire Map Bundle Retail 0784 Compact,data.gen-data-spire-map-bundle-retail-0784.compact,Magnexis APIHub > Data,api-data-gen-data-spire-map-bundle-retail-0784-compact,data,Spire Map Bundle Retail 0784 orchestrates deterministic forecasting results for data workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Forecasting,compact,bundle|compact,75,37.71
Spire Map Bundle Retail 0784 Verbose,data.gen-data-spire-map-bundle-retail-0784.verbose,Magnexis APIHub > Data,api-data-gen-data-spire-map-bundle-retail-0784-verbose,data,Spire Map Bundle Retail 0784 orchestrates deterministic forecasting results for data workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Forecasting,verbose,bundle|data,75,38.08
Spire Map Bundle Retail 0784 Safe,data.gen-data-spire-map-bundle-retail-0784.safe,Magnexis APIHub > Data,api-data-gen-data-spire-map-bundle-retail-0784-safe,data,Spire Map Bundle Retail 0784 orchestrates deterministic forecasting results for data workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Forecasting,safe,bundle|data,75,37.43
Spire Map Bundle Retail 0784 Adaptive,data.gen-data-spire-map-bundle-retail-0784.adaptive,Magnexis APIHub > Data,api-data-gen-data-spire-map-bundle-retail-0784-adaptive,data,Spire Map Bundle Retail 0784 orchestrates deterministic forecasting results for data workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Forecasting,adaptive,adaptive|bundle,75,37.51
Spire Map Bundle Retail 0784 Batch,data.gen-data-spire-map-bundle-retail-0784.batch,Magnexis APIHub > Data,api-data-gen-data-spire-map-bundle-retail-0784-batch,data,Spire Map Bundle Retail 0784 orchestrates deterministic forecasting results for data workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Forecasting,batch,batch|bundle,75,37.24
Aurora Route Bundle Retail 0785,business.gen-business-aurora-route-bundle-retail-0785.standard,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios.,medium,none,free,Mapping,standard,aurora|bundle,60,37.59
Aurora Route Bundle Retail 0785 Fast,business.gen-business-aurora-route-bundle-retail-0785.fast,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785-fast,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Mapping,fast,aurora|bundle,45,37.75
Aurora Route Bundle Retail 0785 Deep,business.gen-business-aurora-route-bundle-retail-0785.deep,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785-deep,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Mapping,deep,aurora|bundle,45,37.94
Aurora Route Bundle Retail 0785 Strict,business.gen-business-aurora-route-bundle-retail-0785.strict,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785-strict,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Mapping,strict,aurora|bundle,45,37.36
Aurora Route Bundle Retail 0785 Creative,business.gen-business-aurora-route-bundle-retail-0785.creative,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785-creative,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Mapping,creative,aurora|bundle,45,37.96
Aurora Route Bundle Retail 0785 Compact,business.gen-business-aurora-route-bundle-retail-0785.compact,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785-compact,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Mapping,compact,aurora|bundle,45,37.99
Aurora Route Bundle Retail 0785 Verbose,business.gen-business-aurora-route-bundle-retail-0785.verbose,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785-verbose,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Mapping,verbose,aurora|bundle,45,37.45
Aurora Route Bundle Retail 0785 Safe,business.gen-business-aurora-route-bundle-retail-0785.safe,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785-safe,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Mapping,safe,aurora|bundle,45,37.32
Aurora Route Bundle Retail 0785 Adaptive,business.gen-business-aurora-route-bundle-retail-0785.adaptive,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785-adaptive,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Mapping,adaptive,adaptive|aurora,45,37.71
Aurora Route Bundle Retail 0785 Batch,business.gen-business-aurora-route-bundle-retail-0785.batch,Magnexis APIHub > Business,api-business-gen-business-aurora-route-bundle-retail-0785-batch,business,Aurora Route Bundle Retail 0785 orchestrates deterministic mapping results for business workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Mapping,batch,aurora|batch,45,37.99
Lattice Route Bundle Retail 0786,finance.gen-finance-lattice-route-bundle-retail-0786.standard,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios.,high,none,pro,Governance,standard,bundle|finance,30,37.41
Lattice Route Bundle Retail 0786 Fast,finance.gen-finance-lattice-route-bundle-retail-0786.fast,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786-fast,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Governance,fast,bundle|fast,20,38.24
Lattice Route Bundle Retail 0786 Deep,finance.gen-finance-lattice-route-bundle-retail-0786.deep,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786-deep,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Governance,deep,bundle|deep,20,38.22
Lattice Route Bundle Retail 0786 Strict,finance.gen-finance-lattice-route-bundle-retail-0786.strict,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786-strict,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,bundle|finance,20,37.85
Lattice Route Bundle Retail 0786 Creative,finance.gen-finance-lattice-route-bundle-retail-0786.creative,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786-creative,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,bundle|creative,20,37.61
Lattice Route Bundle Retail 0786 Compact,finance.gen-finance-lattice-route-bundle-retail-0786.compact,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786-compact,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Governance,compact,bundle|compact,20,38.23
Lattice Route Bundle Retail 0786 Verbose,finance.gen-finance-lattice-route-bundle-retail-0786.verbose,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786-verbose,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Governance,verbose,bundle|finance,20,37.90
Lattice Route Bundle Retail 0786 Safe,finance.gen-finance-lattice-route-bundle-retail-0786.safe,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786-safe,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Governance,safe,bundle|finance,20,38.23
Lattice Route Bundle Retail 0786 Adaptive,finance.gen-finance-lattice-route-bundle-retail-0786.adaptive,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786-adaptive,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Governance,adaptive,adaptive|bundle,20,38.31
Lattice Route Bundle Retail 0786 Batch,finance.gen-finance-lattice-route-bundle-retail-0786.batch,Magnexis APIHub > Finance,api-finance-gen-finance-lattice-route-bundle-retail-0786-batch,finance,Lattice Route Bundle Retail 0786 orchestrates deterministic governance results for finance workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Governance,batch,batch|bundle,20,37.41
Vector Route Bundle Retail 0787,security.gen-security-vector-route-bundle-retail-0787.standard,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios.,low,none,free,Synthesis,standard,bundle|gen-786,90,37.65
Vector Route Bundle Retail 0787 Fast,security.gen-security-vector-route-bundle-retail-0787.fast,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787-fast,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Synthesis,fast,bundle|fast,75,37.90
Vector Route Bundle Retail 0787 Deep,security.gen-security-vector-route-bundle-retail-0787.deep,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787-deep,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Synthesis,deep,bundle|deep,75,37.42
Vector Route Bundle Retail 0787 Strict,security.gen-security-vector-route-bundle-retail-0787.strict,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787-strict,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Synthesis,strict,bundle|gen-786,75,37.65
Vector Route Bundle Retail 0787 Creative,security.gen-security-vector-route-bundle-retail-0787.creative,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787-creative,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Synthesis,creative,bundle|creative,75,37.74
Vector Route Bundle Retail 0787 Compact,security.gen-security-vector-route-bundle-retail-0787.compact,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787-compact,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Synthesis,compact,bundle|compact,75,38.15
Vector Route Bundle Retail 0787 Verbose,security.gen-security-vector-route-bundle-retail-0787.verbose,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787-verbose,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Synthesis,verbose,bundle|gen-786,75,37.62
Vector Route Bundle Retail 0787 Safe,security.gen-security-vector-route-bundle-retail-0787.safe,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787-safe,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Synthesis,safe,bundle|gen-786,75,38.33
Vector Route Bundle Retail 0787 Adaptive,security.gen-security-vector-route-bundle-retail-0787.adaptive,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787-adaptive,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Synthesis,adaptive,adaptive|bundle,75,37.75
Vector Route Bundle Retail 0787 Batch,security.gen-security-vector-route-bundle-retail-0787.batch,Magnexis APIHub > Security,api-security-gen-security-vector-route-bundle-retail-0787-batch,security,Vector Route Bundle Retail 0787 orchestrates deterministic synthesis results for security workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Synthesis,batch,batch|bundle,75,37.48
Signal Route Bundle Retail 0788,web.gen-web-signal-route-bundle-retail-0788.standard,Magnexis APIHub > Web,api-web-gen-web-signal-route-bundle-retail-0788,web,Signal Route Bundle Retail 0788 orchestrates deterministic routing results for web workflows in retail scenarios.,medium,none,free,Routing,standard,bundle|gen-787,60,38.36
Signal Route Bundle Retail 0788 Fast,web.gen-web-signal-route-bundle-retail-0788.fast,Magnexis APIHub > Web,api-web-gen-web-signal-route-bundle-retail-0788-fast,web,Signal Route Bundle Retail 0788 orchestrates deterministic routing results for web workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Routing,fast,bundle|fast,45,38.34
Signal Route Bundle Retail 0788 Deep,web.gen-web-signal-route-bundle-retail-0788.deep,Magnexis APIHub > Web,api-web-gen-web-signal-route-bundle-retail-0788-deep,web,Signal Route Bundle Retail 0788 orchestrates deterministic routing results for web workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Routing,deep,bundle|deep,45,38.41
Signal Route Bundle Retail 0788 Strict,web.gen-web-signal-route-bundle-retail-0788.strict,Magnexis APIHub > Web,api-web-gen-web-signal-route-bundle-retail-0788-strict,web,Signal Route Bundle Retail 0788 orchestrates deterministic routing results for web workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Routing,strict,bundle|gen-787,45,38.20
Signal Route Bundle Retail 0788 Creative,web.gen-web-signal-route-bundle-retail-0788.creative,Magnexis APIHub > Web,api-web-gen-web-signal-route-bundle-retail-0788-creative,web,Signal Route Bundle Retail 0788 orchestrates deterministic routing results for web workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,bundle|creative,45,37.62
Signal Route Bundle Retail 0788 Compact,web.gen-web-signal-route-bundle-retail-0788.compact,Magnexis APIHub > Web,api-web-gen-web-signal-route-bundle-retail-0788-compact,web,Signal Route Bundle Retail 0788 orchestrates deterministic routing results for web workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Routing,compact,bundle|compact,45,37.91
Signal Route Bundle Retail 0788 Verbose,web.gen-web-signal-route-bundle-retail-0788.verbose,Magnexis APIHub > Web,api-web-gen-web-signal-route-bundle-retail-0788-verbose,web,Signal Route Bundle Retail 0788 orchestrates deterministic routing results for web workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Routing,verbose,bundle|gen-787,45,38.06
