Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Forge Pulse Stream Retail 1486 Compact,data.gen-data-forge-pulse-stream-retail-1486.compact,Magnexis APIHub > Data,api-data-gen-data-forge-pulse-stream-retail-1486-compact,data,Forge Pulse Stream Retail 1486 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Monitoring,compact,compact|data,75,7.70
Forge Pulse Stream Retail 1486 Verbose,data.gen-data-forge-pulse-stream-retail-1486.verbose,Magnexis APIHub > Data,api-data-gen-data-forge-pulse-stream-retail-1486-verbose,data,Forge Pulse Stream Retail 1486 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Monitoring,verbose,data|forge,75,7.63
Forge Pulse Stream Retail 1486 Safe,data.gen-data-forge-pulse-stream-retail-1486.safe,Magnexis APIHub > Data,api-data-gen-data-forge-pulse-stream-retail-1486-safe,data,Forge Pulse Stream Retail 1486 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Monitoring,safe,data|forge,75,7.58
Forge Pulse Stream Retail 1486 Adaptive,data.gen-data-forge-pulse-stream-retail-1486.adaptive,Magnexis APIHub > Data,api-data-gen-data-forge-pulse-stream-retail-1486-adaptive,data,Forge Pulse Stream Retail 1486 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Monitoring,adaptive,adaptive|data,75,8.01
Forge Pulse Stream Retail 1486 Batch,data.gen-data-forge-pulse-stream-retail-1486.batch,Magnexis APIHub > Data,api-data-gen-data-forge-pulse-stream-retail-1486-batch,data,Forge Pulse Stream Retail 1486 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Monitoring,batch,batch|data,75,7.49
Ember Pulse Stream Retail 1487,business.gen-business-ember-pulse-stream-retail-1487.standard,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios.,medium,none,free,Simulation,standard,business|ember,60,8.25
Ember Pulse Stream Retail 1487 Fast,business.gen-business-ember-pulse-stream-retail-1487.fast,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487-fast,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Simulation,fast,business|ember,45,7.93
Ember Pulse Stream Retail 1487 Deep,business.gen-business-ember-pulse-stream-retail-1487.deep,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487-deep,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Simulation,deep,business|deep,45,8.25
Ember Pulse Stream Retail 1487 Strict,business.gen-business-ember-pulse-stream-retail-1487.strict,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487-strict,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Simulation,strict,business|ember,45,7.94
Ember Pulse Stream Retail 1487 Creative,business.gen-business-ember-pulse-stream-retail-1487.creative,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487-creative,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Simulation,creative,business|creative,45,7.69
Ember Pulse Stream Retail 1487 Compact,business.gen-business-ember-pulse-stream-retail-1487.compact,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487-compact,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Simulation,compact,business|compact,45,8.25
Ember Pulse Stream Retail 1487 Verbose,business.gen-business-ember-pulse-stream-retail-1487.verbose,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487-verbose,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Simulation,verbose,business|ember,45,8.41
Ember Pulse Stream Retail 1487 Safe,business.gen-business-ember-pulse-stream-retail-1487.safe,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487-safe,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Simulation,safe,business|ember,45,7.64
Ember Pulse Stream Retail 1487 Adaptive,business.gen-business-ember-pulse-stream-retail-1487.adaptive,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487-adaptive,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Simulation,adaptive,adaptive|business,45,7.75
Ember Pulse Stream Retail 1487 Batch,business.gen-business-ember-pulse-stream-retail-1487.batch,Magnexis APIHub > Business,api-business-gen-business-ember-pulse-stream-retail-1487-batch,business,Ember Pulse Stream Retail 1487 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Simulation,batch,batch|business,45,8.39
Spire Pulse Stream Retail 1488,finance.gen-finance-spire-pulse-stream-retail-1488.standard,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios.,high,none,pro,Optimization,standard,finance|gen-487,30,8.03
Spire Pulse Stream Retail 1488 Fast,finance.gen-finance-spire-pulse-stream-retail-1488.fast,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488-fast,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Optimization,fast,fast|finance,20,8.16
Spire Pulse Stream Retail 1488 Deep,finance.gen-finance-spire-pulse-stream-retail-1488.deep,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488-deep,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Optimization,deep,deep|finance,20,7.92
Spire Pulse Stream Retail 1488 Strict,finance.gen-finance-spire-pulse-stream-retail-1488.strict,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488-strict,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Optimization,strict,finance|gen-487,20,7.81
Spire Pulse Stream Retail 1488 Creative,finance.gen-finance-spire-pulse-stream-retail-1488.creative,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488-creative,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Optimization,creative,creative|finance,20,7.72
Spire Pulse Stream Retail 1488 Compact,finance.gen-finance-spire-pulse-stream-retail-1488.compact,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488-compact,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Optimization,compact,compact|finance,20,8.13
Spire Pulse Stream Retail 1488 Verbose,finance.gen-finance-spire-pulse-stream-retail-1488.verbose,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488-verbose,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Optimization,verbose,finance|gen-487,20,8.01
Spire Pulse Stream Retail 1488 Safe,finance.gen-finance-spire-pulse-stream-retail-1488.safe,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488-safe,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Optimization,safe,finance|gen-487,20,8.06
Spire Pulse Stream Retail 1488 Adaptive,finance.gen-finance-spire-pulse-stream-retail-1488.adaptive,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488-adaptive,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Optimization,adaptive,adaptive|finance,20,8.41
Spire Pulse Stream Retail 1488 Batch,finance.gen-finance-spire-pulse-stream-retail-1488.batch,Magnexis APIHub > Finance,api-finance-gen-finance-spire-pulse-stream-retail-1488-batch,finance,Spire Pulse Stream Retail 1488 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Optimization,batch,batch|finance,20,7.81
Aurora Stitch Stream Retail 1489,security.gen-security-aurora-stitch-stream-retail-1489.standard,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios.,low,none,free,Orchestration,standard,aurora|gen-488,90,7.72
Aurora Stitch Stream Retail 1489 Fast,security.gen-security-aurora-stitch-stream-retail-1489.fast,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489-fast,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Orchestration,fast,aurora|fast,75,8.43
Aurora Stitch Stream Retail 1489 Deep,security.gen-security-aurora-stitch-stream-retail-1489.deep,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489-deep,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Orchestration,deep,aurora|deep,75,8.34
Aurora Stitch Stream Retail 1489 Strict,security.gen-security-aurora-stitch-stream-retail-1489.strict,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489-strict,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Orchestration,strict,aurora|gen-488,75,8.29
Aurora Stitch Stream Retail 1489 Creative,security.gen-security-aurora-stitch-stream-retail-1489.creative,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489-creative,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Orchestration,creative,aurora|creative,75,7.74
Aurora Stitch Stream Retail 1489 Compact,security.gen-security-aurora-stitch-stream-retail-1489.compact,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489-compact,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Orchestration,compact,aurora|compact,75,7.75
Aurora Stitch Stream Retail 1489 Verbose,security.gen-security-aurora-stitch-stream-retail-1489.verbose,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489-verbose,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Orchestration,verbose,aurora|gen-488,75,8.17
Aurora Stitch Stream Retail 1489 Safe,security.gen-security-aurora-stitch-stream-retail-1489.safe,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489-safe,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Orchestration,safe,aurora|gen-488,75,7.73
Aurora Stitch Stream Retail 1489 Adaptive,security.gen-security-aurora-stitch-stream-retail-1489.adaptive,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489-adaptive,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Orchestration,adaptive,adaptive|aurora,75,8.12
Aurora Stitch Stream Retail 1489 Batch,security.gen-security-aurora-stitch-stream-retail-1489.batch,Magnexis APIHub > Security,api-security-gen-security-aurora-stitch-stream-retail-1489-batch,security,Aurora Stitch Stream Retail 1489 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Orchestration,batch,aurora|batch,75,8.03
Lattice Stitch Stream Retail 1490,web.gen-web-lattice-stitch-stream-retail-1490.standard,Magnexis APIHub > Web,api-web-gen-web-lattice-stitch-stream-retail-1490,web,Lattice Stitch Stream Retail 1490 orchestrates deterministic diagnostic results for web workflows in retail scenarios.,medium,none,free,Diagnostic,standard,diagnostic|gen-489,60,7.93
Lattice Stitch Stream Retail 1490 Fast,web.gen-web-lattice-stitch-stream-retail-1490.fast,Magnexis APIHub > Web,api-web-gen-web-lattice-stitch-stream-retail-1490-fast,web,Lattice Stitch Stream Retail 1490 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Diagnostic,fast,diagnostic|fast,45,7.70
Lattice Stitch Stream Retail 1490 Deep,web.gen-web-lattice-stitch-stream-retail-1490.deep,Magnexis APIHub > Web,api-web-gen-web-lattice-stitch-stream-retail-1490-deep,web,Lattice Stitch Stream Retail 1490 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Diagnostic,deep,deep|diagnostic,45,8.29
Lattice Stitch Stream Retail 1490 Strict,web.gen-web-lattice-stitch-stream-retail-1490.strict,Magnexis APIHub > Web,api-web-gen-web-lattice-stitch-stream-retail-1490-strict,web,Lattice Stitch Stream Retail 1490 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Diagnostic,strict,diagnostic|gen-489,45,8.01
Lattice Stitch Stream Retail 1490 Creative,web.gen-web-lattice-stitch-stream-retail-1490.creative,Magnexis APIHub > Web,api-web-gen-web-lattice-stitch-stream-retail-1490-creative,web,Lattice Stitch Stream Retail 1490 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Diagnostic,creative,creative|diagnostic,45,8.15
Lattice Stitch Stream Retail 1490 Compact,web.gen-web-lattice-stitch-stream-retail-1490.compact,Magnexis APIHub > Web,api-web-gen-web-lattice-stitch-stream-retail-1490-compact,web,Lattice Stitch Stream Retail 1490 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Diagnostic,compact,compact|diagnostic,45,8.41
Lattice Stitch Stream Retail 1490 Verbose,web.gen-web-lattice-stitch-stream-retail-1490.verbose,Magnexis APIHub > Web,api-web-gen-web-lattice-stitch-stream-retail-1490-verbose,web,Lattice Stitch Stream Retail 1490 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Diagnostic,verbose,diagnostic|gen-489,45,8.68
Lattice Stitch Stream Retail 1490 Safe,web.gen-web-lattice-stitch-stream-retail-1490.safe,Magnexis APIHub > Web,api-web-gen-web-lattice-stitch-stream-retail-1490-safe,web,Lattice Stitch Stream Retail 1490 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Diagnostic,safe,diagnostic|gen-489,45,7.80
